Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
2727.0,56.0,1,1.0,27.0,1,1,3.0,4.0,1,3.0,0,5.0,1.0,2.0,1.0,2.0,2,24093.0
2762.0,28.0,1,1.0,12.0,2,0,3.0,4.0,0,4.0,2,3.0,1.0,3.0,0.0,2.0,1,21156.0
2373.0,29.0,0,1.0,16.0,2,0,2.0,4.0,0,3.0,3,2.0,0.0,4.0,1.0,0.0,1,21623.0
4551.0,33.0,0,1.0,7.0,2,1,4.0,4.0,0,3.0,1,2.0,0.0,5.0,1.0,1.0,1,20992.0
3148.0,36.0,1,3.0,10.0,2,1,4.0,4.0,3,3.0,1,8.0,0.0,5.0,0.0,2.0,3,26501.0
1059.0,35.0,1,3.0,13.0,2,1,3.0,3.0,0,3.0,0,2.0,0.0,3.0,1.0,0.0,1,17404.0
17.0,22.0,0,1.0,22.0,3,1,3.0,2.0,0,3.0,1,2.0,1.0,3.0,0.0,0.0,1,17935.0
3550.0,31.0,1,3.0,7.0,2,1,4.0,5.0,1,5.0,1,3.0,0.0,4.0,1.0,2.0,2,28392.0
3423.0,35.0,1,1.0,36.0,3,1,3.0,4.0,1,3.0,0,6.0,0.0,3.0,0.0,1.0,2,24107.0
473.0,49.0,1,1.0,24.0,2,1,2.0,4.0,2,3.0,1,2.0,1.0,3.0,0.0,1.0,4,34502.0
2696.0,30.0,1,1.0,22.0,2,1,3.0,4.0,0,3.0,2,3.0,0.0,3.0,0.0,1.0,1,21018.0
4600.0,42.0,1,1.0,13.0,3,1,3.0,4.0,0,5.0,3,4.0,1.0,4.0,1.0,2.0,1,23399.0
2147.0,49.0,1,1.0,14.0,2,0,2.0,3.0,3,4.0,1,5.0,0.0,4.0,0.0,1.0,3,22403.0
3530.0,51.0,0,1.0,29.0,3,1,3.0,6.0,4,3.0,2,3.0,1.0,1.0,1.0,2.0,0,33089.0
3830.0,27.0,1,1.0,7.0,3,1,4.0,4.0,0,5.0,3,2.0,0.0,5.0,1.0,3.0,1,21545.0
922.0,44.0,1,1.0,10.0,2,1,3.0,1.0,2,5.0,1,2.0,0.0,5.0,1.0,2.0,4,34190.0
369.0,31.0,1,1.0,15.0,2,1,2.0,4.0,0,4.0,2,1.0,1.0,3.0,1.0,0.0,1,17657.0
2159.0,20.0,1,1.0,10.0,1,1,2.0,3.0,0,5.0,2,2.0,0.0,3.0,1.0,0.0,1,17973.0
4070.0,52.0,1,1.0,14.0,3,1,3.0,5.0,1,3.0,1,4.0,0.0,3.0,1.0,2.0,2,24810.0
4421.0,30.0,1,3.0,10.0,3,0,4.0,4.0,1,3.0,1,3.0,0.0,1.0,0.0,1.0,2,24239.0
4324.0,31.0,1,1.0,9.0,2,0,3.0,6.0,1,3.0,3,4.0,0.0,1.0,1.0,1.0,2,24769.0
49.0,35.0,1,1.0,14.0,2,1,2.0,2.0,0,3.0,0,2.0,0.0,5.0,1.0,1.0,1,17269.0
683.0,25.0,1,3.0,25.0,3,1,2.0,4.0,0,4.0,0,2.0,1.0,2.0,0.0,0.0,1,17413.0
3847.0,40.0,1,3.0,22.0,3,1,4.0,4.0,4,5.0,2,2.0,0.0,1.0,1.0,3.0,0,32019.0
209.0,46.0,1,1.0,6.0,3,1,3.0,3.0,3,5.0,1,1.0,0.0,2.0,0.0,0.0,3,24396.0
3477.0,32.0,0,1.0,7.0,2,0,4.0,2.0,3,4.0,3,3.0,0.0,3.0,1.0,3.0,3,26124.0
669.0,39.0,1,1.0,12.0,3,1,3.0,3.0,0,5.0,0,1.0,1.0,2.0,1.0,1.0,1,17404.0
1923.0,26.0,0,2.0,23.0,2,0,2.0,3.0,0,3.0,1,1.0,1.0,5.0,0.0,1.0,1,17741.0
4734.0,36.0,0,3.0,18.0,3,1,3.0,4.0,1,3.0,1,3.0,0.0,5.0,1.0,2.0,2,23646.0
3541.0,25.0,1,1.0,28.0,1,1,3.0,5.0,0,5.0,1,2.0,0.0,3.0,0.0,1.0,1,20974.0
3853.0,41.0,0,1.0,18.0,1,0,4.0,4.0,1,3.0,1,3.0,0.0,3.0,1.0,2.0,2,25001.0
1743.0,37.0,1,3.0,12.0,3,1,3.0,3.0,1,3.0,1,5.0,0.0,3.0,1.0,0.0,2,21502.0
47.0,37.0,1,1.0,25.0,2,1,3.0,3.0,0,4.0,0,5.0,0.0,4.0,1.0,1.0,1,18022.0
1438.0,23.0,0,3.0,15.0,3,1,2.0,3.0,0,5.0,1,2.0,0.0,5.0,1.0,0.0,1,16790.0
827.0,28.0,0,1.0,12.0,2,1,2.0,4.0,0,3.0,1,2.0,1.0,4.0,1.0,0.0,1,17703.0
4532.0,26.0,1,1.0,9.0,3,1,4.0,2.0,0,5.0,3,2.0,0.0,1.0,0.0,2.0,1,22102.0
4439.0,25.0,1,3.0,10.0,2,0,4.0,4.0,1,3.0,3,2.0,0.0,1.0,1.0,2.0,2,23255.0
1856.0,37.0,1,1.0,20.0,2,0,3.0,3.0,0,5.0,1,2.0,0.0,4.0,1.0,1.0,1,18034.0
2575.0,51.0,0,3.0,19.0,3,0,4.0,4.0,3,3.0,3,6.0,0.0,5.0,0.0,1.0,3,27886.0
2360.0,54.0,0,1.0,7.0,2,0,2.0,3.0,3,3.0,1,1.0,0.0,5.0,0.0,1.0,3,25502.0
4810.0,32.0,1,1.0,31.0,3,0,4.0,5.0,1,5.0,3,3.0,0.0,5.0,1.0,1.0,2,25490.0
179.0,38.0,1,1.0,15.0,2,0,3.0,3.0,0,3.0,2,2.0,0.0,2.0,1.0,1.0,1,17288.0
4329.0,35.0,0,3.0,13.0,3,0,3.0,6.0,0,3.0,1,2.0,0.0,4.0,0.0,2.0,1,21029.0
3065.0,37.0,1,3.0,7.0,2,1,3.0,4.0,1,3.0,0,3.0,1.0,3.0,1.0,2.0,2,24879.0
3577.0,44.0,1,1.0,34.0,1,1,3.0,2.0,0,4.0,1,7.0,0.0,5.0,1.0,2.0,1,23554.0
3274.0,42.0,1,1.0,19.0,2,1,3.0,4.0,0,3.0,0,5.0,1.0,3.0,1.0,1.0,1,23444.0
3163.0,48.0,1,3.0,11.0,2,0,3.0,4.0,1,3.0,3,3.0,1.0,3.0,1.0,2.0,2,22841.0
777.0,21.0,1,1.0,16.0,2,0,2.0,4.0,0,5.0,2,2.0,0.0,3.0,1.0,0.0,1,16416.0
3197.0,40.0,0,1.0,29.0,3,0,3.0,4.0,3,5.0,2,3.0,1.0,5.0,1.0,1.0,3,29558.0
2221.0,50.0,0,3.0,6.0,2,0,3.0,3.0,1,3.0,1,1.0,0.0,1.0,0.0,1.0,2,21347.0
3988.0,37.0,1,1.0,13.0,2,0,3.0,2.0,0,3.0,1,5.0,0.0,1.0,0.0,1.0,1,21716.0
4520.0,35.0,0,1.0,23.0,2,0,4.0,5.0,0,3.0,2,3.0,0.0,5.0,1.0,3.0,1,21231.0
1015.0,34.0,0,1.0,6.0,2,1,3.0,3.0,0,5.0,1,6.0,0.0,1.0,1.0,2.0,1,17996.0
599.0,36.0,1,2.0,19.0,2,1,2.0,3.0,0,4.0,0,5.0,0.0,3.0,1.0,0.0,1,17143.0
864.0,41.0,0,1.0,11.0,2,1,3.0,4.0,0,5.0,1,7.0,0.0,3.0,1.0,0.0,1,17107.0
4344.0,36.0,1,1.0,29.0,2,1,3.0,6.0,0,3.0,3,2.0,0.0,4.0,1.0,2.0,1,22908.0
722.0,38.0,0,1.0,16.0,3,1,3.0,3.0,0,3.0,0,1.0,0.0,5.0,0.0,2.0,1,17684.0
1607.0,39.0,1,3.0,10.0,2,0,2.0,4.0,1,3.0,1,5.0,0.0,5.0,1.0,1.0,2,20902.0
660.0,58.0,0,1.0,8.0,2,1,2.0,4.0,0,3.0,1,1.0,1.0,2.0,0.0,0.0,1,17380.0
326.0,39.0,0,1.0,5.0,3,1,2.0,4.0,2,3.0,0,2.0,0.0,5.0,1.0,1.0,4,34272.0
305.0,36.0,0,1.0,30.0,2,0,2.0,3.0,1,4.0,0,1.0,0.0,3.0,0.0,0.0,2,20674.0
4323.0,43.0,0,1.0,36.0,2,0,4.0,4.0,1,3.0,1,4.0,0.0,3.0,1.0,2.0,2,23234.0
4763.0,44.0,1,3.0,16.0,3,0,3.0,6.0,1,3.0,3,2.0,0.0,1.0,0.0,1.0,2,24024.0
1137.0,22.0,0,1.0,32.0,2,0,2.0,4.0,0,3.0,1,2.0,1.0,3.0,0.0,0.0,1,17814.0
2417.0,52.0,0,3.0,13.0,3,0,3.0,3.0,0,3.0,1,3.0,1.0,4.0,1.0,2.0,1,23446.0
1027.0,34.0,1,1.0,6.0,2,0,2.0,4.0,0,4.0,0,6.0,0.0,1.0,1.0,1.0,1,18294.0
1365.0,29.0,0,3.0,30.0,1,1,2.0,1.0,0,5.0,2,2.0,0.0,3.0,1.0,1.0,1,16091.0
3784.0,37.0,1,3.0,17.0,1,0,4.0,5.0,1,3.0,1,3.0,1.0,1.0,1.0,3.0,2,24351.0
4037.0,52.0,1,1.0,13.0,2,1,3.0,4.0,2,3.0,2,2.0,0.0,5.0,1.0,2.0,4,38215.0
1805.0,40.0,1,3.0,6.0,3,1,2.0,5.0,1,3.0,1,3.0,1.0,3.0,1.0,0.0,2,22457.0
4757.0,27.0,1,1.0,10.0,3,1,3.0,2.0,0,3.0,1,3.0,0.0,5.0,1.0,2.0,1,23098.0
3140.0,46.0,0,1.0,11.0,2,1,3.0,4.0,1,4.0,0,3.0,0.0,4.0,1.0,2.0,2,23125.0
1177.0,50.0,1,1.0,23.0,2,0,2.0,4.0,3,5.0,1,6.0,0.0,3.0,1.0,0.0,3,28269.0
896.0,31.0,1,1.0,30.0,3,0,3.0,4.0,1,5.0,3,2.0,0.0,5.0,0.0,2.0,2,21812.0
1609.0,30.0,1,2.0,15.0,2,1,2.0,3.0,1,3.0,1,1.0,1.0,3.0,1.0,1.0,2,21347.0
2835.0,41.0,1,1.0,9.0,3,0,4.0,5.0,1,3.0,0,8.0,0.0,5.0,1.0,1.0,2,22126.0
730.0,30.0,1,1.0,14.0,2,0,3.0,1.0,3,5.0,0,1.0,1.0,2.0,0.0,2.0,3,26416.0
3489.0,41.0,1,1.0,9.0,3,1,4.0,4.0,0,3.0,1,4.0,0.0,1.0,0.0,1.0,1,21023.0
1329.0,29.0,1,2.0,12.0,3,1,2.0,4.0,0,4.0,1,2.0,0.0,3.0,1.0,1.0,1,17804.0
2671.0,30.0,0,3.0,7.0,3,0,3.0,4.0,3,3.0,0,3.0,0.0,3.0,1.0,1.0,3,26596.0
4321.0,46.0,1,1.0,17.0,2,1,4.0,4.0,0,3.0,1,5.0,0.0,5.0,0.0,3.0,1,21332.0
3122.0,49.0,1,1.0,27.0,3,1,3.0,4.0,0,3.0,0,6.0,0.0,2.0,0.0,1.0,1,20937.0
1114.0,48.0,1,1.0,21.0,2,0,3.0,3.0,0,5.0,1,1.0,0.0,1.0,1.0,0.0,1,17367.0
3189.0,56.0,0,1.0,25.0,3,1,4.0,4.0,1,4.0,0,5.0,1.0,5.0,1.0,3.0,2,25063.0
3118.0,59.0,1,1.0,12.0,1,0,3.0,5.0,3,4.0,1,4.0,1.0,5.0,1.0,2.0,3,29230.0
3182.0,40.0,1,1.0,7.0,2,0,4.0,5.0,4,3.0,0,3.0,0.0,3.0,0.0,2.0,0,31420.0
4661.0,39.0,1,3.0,10.0,2,1,3.0,4.0,1,3.0,3,2.0,1.0,3.0,1.0,1.0,2,25539.0
3112.0,29.0,1,1.0,16.0,3,0,4.0,4.0,0,3.0,1,7.0,0.0,3.0,1.0,2.0,1,21055.0
3568.0,40.0,1,3.0,13.0,3,1,3.0,2.0,3,3.0,1,4.0,0.0,4.0,1.0,2.0,3,26915.0
2876.0,35.0,1,1.0,9.0,2,1,4.0,5.0,0,3.0,1,5.0,0.0,5.0,1.0,1.0,1,21446.0
2795.0,33.0,1,1.0,9.0,3,0,4.0,4.0,0,4.0,0,3.0,0.0,4.0,0.0,1.0,1,21048.0
3820.0,39.0,1,1.0,16.0,2,1,4.0,4.0,0,3.0,1,4.0,0.0,1.0,1.0,2.0,1,23449.0
2913.0,33.0,0,3.0,18.0,2,1,3.0,3.0,1,3.0,0,2.0,0.0,3.0,1.0,2.0,2,23385.0
1673.0,40.0,1,1.0,25.0,3,1,1.0,3.0,1,3.0,1,1.0,1.0,1.0,1.0,0.0,2,17741.0
4633.0,48.0,1,3.0,11.0,2,0,3.0,4.0,1,3.0,3,3.0,1.0,3.0,1.0,2.0,2,22841.0
2448.0,28.0,1,1.0,9.0,3,1,3.0,4.0,0,4.0,0,2.0,0.0,5.0,1.0,1.0,1,22146.0
4811.0,60.0,1,3.0,10.0,2,0,3.0,5.0,1,3.0,3,7.0,0.0,3.0,0.0,1.0,2,23849.0
2499.0,34.0,0,1.0,7.0,2,0,4.0,4.0,3,3.0,2,3.0,1.0,2.0,1.0,1.0,3,32136.0
312.0,31.0,1,1.0,8.0,2,1,2.0,3.0,0,3.0,1,1.0,1.0,4.0,1.0,1.0,1,17695.0
537.0,27.0,0,1.0,16.0,2,1,2.0,3.0,3,5.0,1,2.0,0.0,3.0,1.0,0.0,3,23793.0
3001.0,36.0,0,1.0,9.0,2,0,4.0,4.0,1,5.0,1,4.0,0.0,4.0,0.0,1.0,2,23771.0
2178.0,36.0,0,3.0,14.0,1,1,2.0,3.0,1,3.0,1,5.0,0.0,3.0,1.0,1.0,2,20079.0
3884.0,37.0,0,1.0,11.0,2,0,4.0,4.0,1,4.0,1,2.0,0.0,3.0,1.0,2.0,2,23809.0
4259.0,24.0,1,1.0,33.0,2,1,3.0,4.0,0,3.0,1,3.0,0.0,1.0,0.0,2.0,1,21582.0
1684.0,30.0,1,1.0,9.0,1,0,2.0,3.0,0,5.0,2,6.0,1.0,4.0,0.0,0.0,1,17657.0
2523.0,47.0,1,2.0,12.0,3,1,4.0,4.0,1,4.0,1,2.0,1.0,5.0,0.0,2.0,2,23699.0
803.0,34.0,0,1.0,9.0,2,1,2.0,4.0,0,3.0,0,4.0,0.0,2.0,1.0,0.0,1,17979.0
3718.0,32.0,1,3.0,36.0,3,0,4.0,5.0,1,3.0,1,3.0,0.0,3.0,1.0,1.0,2,24146.0
2239.0,26.0,0,1.0,6.0,3,0,3.0,4.0,0,3.0,1,2.0,0.0,1.0,0.0,0.0,1,17007.0
2756.0,32.0,1,1.0,9.0,2,1,3.0,4.0,0,3.0,1,2.0,1.0,4.0,1.0,2.0,1,21373.0
967.0,40.0,1,1.0,6.0,2,1,2.0,3.0,0,4.0,0,4.0,0.0,1.0,1.0,1.0,1,17387.0
4433.0,30.0,0,1.0,7.0,2,1,4.0,6.0,0,3.0,1,3.0,0.0,1.0,0.0,3.0,1,21398.0
4442.0,51.0,0,3.0,15.0,1,1,3.0,4.0,1,3.0,1,5.0,1.0,5.0,0.0,1.0,2,25474.0
3826.0,32.0,0,1.0,10.0,3,1,3.0,4.0,0,5.0,1,3.0,1.0,1.0,0.0,1.0,1,21743.0
2766.0,33.0,1,1.0,9.0,3,0,4.0,3.0,1,3.0,3,2.0,0.0,3.0,1.0,3.0,2,23733.0
2698.0,30.0,1,3.0,27.0,3,1,3.0,4.0,1,3.0,1,4.0,0.0,2.0,1.0,2.0,2,25609.0
4426.0,28.0,1,1.0,10.0,3,1,3.0,5.0,0,3.0,2,2.0,0.0,1.0,1.0,2.0,1,20723.0
733.0,26.0,1,1.0,8.0,3,1,2.0,1.0,1,3.0,0,2.0,0.0,3.0,1.0,1.0,2,20472.0
1312.0,31.0,1,2.0,24.0,2,1,2.0,1.0,0,5.0,1,1.0,0.0,1.0,1.0,0.0,1,17956.0
1142.0,45.0,1,1.0,11.0,3,0,2.0,5.0,1,5.0,2,2.0,1.0,3.0,1.0,0.0,2,20769.0
1736.0,31.0,1,1.0,29.0,3,1,3.0,4.0,1,3.0,1,1.0,0.0,3.0,0.0,1.0,2,20582.0
849.0,43.0,1,3.0,15.0,3,0,2.0,5.0,1,3.0,2,1.0,0.0,2.0,1.0,1.0,2,20346.0
2641.0,43.0,0,1.0,28.0,3,0,3.0,4.0,1,3.0,1,4.0,0.0,2.0,0.0,1.0,2,23943.0
4025.0,35.0,0,1.0,14.0,2,1,4.0,6.0,1,3.0,3,3.0,1.0,5.0,1.0,1.0,2,24752.0
2058.0,50.0,1,1.0,8.0,3,1,3.0,3.0,4,3.0,1,6.0,0.0,1.0,0.0,1.0,0,32639.0
3587.0,46.0,0,3.0,33.0,3,1,3.0,5.0,1,5.0,1,3.0,0.0,3.0,0.0,1.0,2,23063.0
3505.0,25.0,0,3.0,20.0,2,0,4.0,4.0,0,4.0,0,3.0,0.0,1.0,0.0,1.0,1,20711.0
3455.0,37.0,1,3.0,10.0,3,0,3.0,4.0,1,4.0,3,5.0,1.0,4.0,0.0,2.0,2,27956.0
3504.0,25.0,0,1.0,16.0,3,1,3.0,4.0,0,5.0,3,4.0,1.0,3.0,0.0,2.0,1,21850.0
4280.0,42.0,0,3.0,11.0,3,1,3.0,4.0,1,4.0,3,3.0,0.0,3.0,1.0,1.0,2,28033.0
2144.0,58.0,1,1.0,11.0,1,0,2.0,4.0,3,4.0,1,3.0,1.0,5.0,1.0,1.0,3,25552.0
1766.0,18.0,1,1.0,9.0,3,1,2.0,3.0,0,3.0,2,2.0,0.0,4.0,1.0,0.0,1,16420.0
1102.0,36.0,1,3.0,8.0,2,1,3.0,3.0,0,3.0,2,4.0,1.0,3.0,0.0,0.0,1,17644.0
2127.0,29.0,1,1.0,13.0,3,0,3.0,4.0,0,3.0,1,7.0,0.0,5.0,1.0,1.0,1,17532.0
4254.0,38.0,1,1.0,12.0,3,1,4.0,4.0,1,3.0,1,2.0,0.0,3.0,1.0,3.0,2,25025.0
2456.0,32.0,1,1.0,33.0,2,1,3.0,4.0,0,3.0,1,3.0,0.0,3.0,0.0,2.0,1,21589.0
448.0,40.0,1,1.0,12.0,2,0,3.0,3.0,4,3.0,3,1.0,0.0,5.0,1.0,2.0,0,28237.0
4841.0,37.0,1,2.0,16.0,1,0,3.0,4.0,0,3.0,1,3.0,0.0,1.0,1.0,1.0,1,24088.0
1937.0,37.0,0,3.0,15.0,3,1,3.0,3.0,3,4.0,1,2.0,0.0,1.0,1.0,2.0,3,23834.0
1281.0,35.0,1,3.0,33.0,2,1,2.0,3.0,1,3.0,2,2.0,1.0,5.0,0.0,0.0,2,20813.0
4651.0,42.0,1,1.0,14.0,3,0,3.0,4.0,1,3.0,3,8.0,0.0,3.0,1.0,2.0,2,23681.0
206.0,22.0,1,1.0,11.0,2,1,2.0,2.0,0,4.0,1,2.0,1.0,4.0,0.0,0.0,1,17328.0
2138.0,28.0,1,1.0,15.0,3,0,3.0,3.0,0,3.0,1,6.0,0.0,3.0,0.0,0.0,1,17377.0
1959.0,43.0,1,1.0,12.0,2,1,2.0,4.0,4,3.0,1,5.0,1.0,3.0,1.0,0.0,0,31627.0
936.0,45.0,0,1.0,31.0,3,0,2.0,3.0,2,4.0,2,4.0,0.0,4.0,1.0,1.0,4,33061.0
627.0,52.0,0,1.0,31.0,3,0,2.0,4.0,4,3.0,0,4.0,0.0,5.0,0.0,1.0,0,28826.0
4658.0,38.0,1,1.0,18.0,3,0,4.0,6.0,1,4.0,1,7.0,0.0,4.0,1.0,1.0,2,23455.0
3564.0,39.0,1,3.0,23.0,2,0,3.0,4.0,1,4.0,3,4.0,0.0,1.0,0.0,1.0,2,22876.0
927.0,36.0,1,1.0,8.0,2,0,2.0,3.0,1,4.0,2,1.0,1.0,3.0,1.0,0.0,2,20410.0
240.0,39.0,1,1.0,6.0,3,0,3.0,3.0,0,3.0,1,1.0,0.0,3.0,0.0,1.0,1,17232.0
2846.0,31.0,1,3.0,19.0,1,0,3.0,4.0,1,3.0,3,2.0,0.0,2.0,1.0,1.0,2,25255.0
3899.0,41.0,1,1.0,9.0,2,1,3.0,5.0,0,3.0,3,4.0,0.0,5.0,0.0,2.0,1,21487.0
4516.0,31.0,1,1.0,9.0,3,0,3.0,5.0,1,3.0,3,7.0,1.0,1.0,1.0,2.0,2,25555.0
3761.0,28.0,0,1.0,12.0,2,0,3.0,4.0,0,3.0,2,2.0,1.0,1.0,1.0,2.0,1,21057.0
775.0,43.0,1,3.0,31.0,3,1,3.0,4.0,3,3.0,1,6.0,0.0,4.0,1.0,1.0,3,25798.0
1151.0,28.0,1,1.0,33.0,3,0,2.0,5.0,1,5.0,1,1.0,0.0,4.0,1.0,0.0,2,20208.0
1320.0,42.0,0,1.0,16.0,1,1,2.0,3.0,0,3.0,1,4.0,0.0,4.0,1.0,0.0,1,17936.0
1691.0,33.0,1,1.0,10.0,3,0,2.0,4.0,0,4.0,1,7.0,0.0,4.0,0.0,1.0,1,17622.0
3960.0,35.0,0,3.0,30.0,3,1,4.0,4.0,1,3.0,3,2.0,0.0,5.0,0.0,2.0,2,23246.0
2206.0,48.0,1,1.0,10.0,2,1,3.0,4.0,3,3.0,3,1.0,0.0,5.0,1.0,0.0,3,25999.0
2383.0,45.0,1,3.0,19.0,3,1,2.0,1.0,4,3.0,2,7.0,1.0,3.0,1.0,0.0,0,33824.0
366.0,41.0,0,3.0,10.0,3,1,2.0,3.0,1,4.0,3,2.0,0.0,3.0,1.0,0.0,2,24355.0
2742.0,37.0,0,1.0,25.0,2,1,3.0,3.0,0,3.0,0,6.0,0.0,5.0,0.0,1.0,1,22366.0
1170.0,27.0,0,1.0,8.0,3,1,2.0,3.0,0,3.0,2,3.0,0.0,3.0,0.0,1.0,1,17580.0
3737.0,44.0,0,1.0,16.0,2,1,3.0,4.0,0,3.0,2,6.0,0.0,3.0,0.0,2.0,1,21116.0
3996.0,56.0,1,3.0,7.0,2,1,4.0,4.0,3,3.0,1,5.0,0.0,1.0,0.0,3.0,3,28917.0
2819.0,50.0,1,1.0,14.0,2,1,3.0,5.0,3,3.0,2,2.0,0.0,2.0,1.0,2.0,3,29643.0
2850.0,53.0,1,1.0,10.0,3,1,3.0,5.0,3,3.0,0,4.0,1.0,2.0,0.0,1.0,3,26647.0
911.0,25.0,0,3.0,30.0,2,1,3.0,5.0,0,3.0,2,2.0,1.0,1.0,1.0,1.0,1,16118.0
3494.0,43.0,0,1.0,16.0,3,0,4.0,4.0,0,3.0,3,3.0,0.0,4.0,1.0,2.0,1,22351.0
602.0,30.0,1,1.0,8.0,3,0,2.0,4.0,1,3.0,3,6.0,1.0,2.0,1.0,1.0,2,21877.0
969.0,48.0,1,1.0,10.0,2,1,2.0,3.0,3,3.0,3,2.0,0.0,5.0,1.0,1.0,3,22898.0
2735.0,37.0,1,1.0,10.0,1,1,2.0,4.0,1,4.0,3,6.0,0.0,2.0,1.0,1.0,2,23163.0
446.0,41.0,0,3.0,16.0,2,1,2.0,3.0,1,3.0,2,1.0,0.0,2.0,0.0,1.0,2,21230.0
3323.0,61.0,1,3.0,14.0,3,1,3.0,2.0,1,3.0,1,2.0,1.0,5.0,0.0,1.0,2,23898.0
36.0,50.0,1,3.0,9.0,3,1,2.0,4.0,0,3.0,0,2.0,1.0,4.0,0.0,0.0,1,17683.0
2151.0,38.0,1,1.0,6.0,1,0,3.0,3.0,3,5.0,1,2.0,0.0,4.0,1.0,1.0,3,28582.0
1283.0,28.0,1,1.0,6.0,2,1,2.0,3.0,0,3.0,1,2.0,0.0,1.0,0.0,0.0,1,17044.0
2878.0,32.0,1,1.0,16.0,2,1,3.0,4.0,3,4.0,1,3.0,0.0,3.0,1.0,2.0,3,29326.0
1667.0,42.0,0,1.0,27.0,3,0,2.0,3.0,1,3.0,1,3.0,0.0,1.0,0.0,0.0,2,20265.0
3701.0,32.0,1,3.0,23.0,3,1,4.0,4.0,3,3.0,1,4.0,0.0,5.0,1.0,1.0,3,26839.0
4572.0,45.0,1,1.0,16.0,2,1,4.0,4.0,0,5.0,1,3.0,1.0,3.0,1.0,1.0,1,21237.0
2135.0,47.0,1,3.0,8.0,2,0,3.0,4.0,0,3.0,2,2.0,1.0,1.0,0.0,0.0,1,18294.0
1938.0,52.0,1,1.0,12.0,1,1,3.0,3.0,1,5.0,1,4.0,1.0,4.0,1.0,1.0,2,20577.0
1497.0,42.0,1,3.0,14.0,3,1,2.0,3.0,1,4.0,1,1.0,0.0,3.0,1.0,0.0,2,21825.0
2839.0,44.0,0,1.0,28.0,3,1,4.0,4.0,0,3.0,0,2.0,0.0,4.0,0.0,3.0,1,20936.0
4838.0,36.0,0,1.0,9.0,2,0,3.0,5.0,0,5.0,3,4.0,1.0,3.0,0.0,1.0,1,22184.0
3333.0,28.0,1,1.0,21.0,2,1,3.0,4.0,0,5.0,0,3.0,1.0,4.0,1.0,1.0,1,20913.0
2164.0,33.0,1,1.0,6.0,2,0,2.0,4.0,1,3.0,3,1.0,0.0,4.0,1.0,1.0,2,21949.0
3251.0,39.0,1,3.0,17.0,3,1,4.0,5.0,3,3.0,1,2.0,1.0,3.0,1.0,1.0,3,27418.0
3927.0,35.0,1,1.0,26.0,3,1,4.0,4.0,0,3.0,1,2.0,0.0,3.0,0.0,1.0,1,21339.0
4318.0,29.0,1,1.0,24.0,3,1,4.0,4.0,1,5.0,1,3.0,0.0,1.0,0.0,2.0,2,23236.0
1450.0,35.0,1,2.0,32.0,2,0,2.0,3.0,3,3.0,3,2.0,1.0,1.0,1.0,0.0,3,23837.0
4543.0,29.0,1,2.0,15.0,3,1,4.0,5.0,0,3.0,1,3.0,0.0,1.0,1.0,1.0,1,23614.0
4534.0,36.0,1,1.0,34.0,3,0,3.0,5.0,0,5.0,2,3.0,0.0,4.0,0.0,2.0,1,21237.0
4563.0,54.0,1,1.0,30.0,2,0,4.0,4.0,4,3.0,2,8.0,0.0,5.0,1.0,2.0,0,32953.0
3227.0,42.0,1,1.0,14.0,1,0,3.0,2.0,0,3.0,0,3.0,0.0,3.0,1.0,2.0,1,22054.0
4447.0,41.0,0,3.0,12.0,2,1,3.0,5.0,3,5.0,1,7.0,1.0,5.0,0.0,1.0,3,29153.0
3211.0,38.0,1,1.0,10.0,2,0,3.0,4.0,1,4.0,3,5.0,0.0,4.0,1.0,1.0,2,22785.0
2376.0,34.0,1,1.0,13.0,2,1,3.0,3.0,1,3.0,1,2.0,0.0,3.0,0.0,0.0,2,17585.0
279.0,50.0,1,1.0,10.0,2,1,3.0,3.0,2,4.0,1,4.0,0.0,5.0,1.0,0.0,4,34144.0
4466.0,57.0,1,1.0,16.0,3,1,3.0,4.0,4,3.0,1,2.0,0.0,4.0,0.0,1.0,0,29781.0
4436.0,38.0,1,1.0,17.0,2,1,4.0,2.0,0,3.0,3,5.0,0.0,4.0,1.0,3.0,1,23358.0
3889.0,42.0,1,1.0,35.0,2,0,3.0,5.0,4,4.0,1,2.0,0.0,5.0,1.0,2.0,0,32248.0
594.0,29.0,1,1.0,29.0,2,1,2.0,1.0,0,3.0,0,2.0,0.0,2.0,1.0,1.0,1,17700.0
3284.0,36.0,1,1.0,7.0,3,1,3.0,5.0,0,3.0,0,8.0,0.0,2.0,1.0,2.0,1,20936.0
503.0,34.0,1,1.0,6.0,2,1,2.0,3.0,0,3.0,0,2.0,0.0,3.0,1.0,0.0,1,17691.0
3642.0,34.0,0,3.0,23.0,2,0,3.0,4.0,1,3.0,1,3.0,1.0,1.0,0.0,1.0,2,24046.0
2503.0,38.0,1,1.0,7.0,2,1,3.0,5.0,1,3.0,1,3.0,0.0,5.0,1.0,2.0,2,24671.0
2259.0,44.0,1,2.0,6.0,3,1,3.0,4.0,3,5.0,1,1.0,0.0,4.0,1.0,0.0,3,25482.0
